text,label_class,label_id,tokenized_text
心绞痛应该吃什么药,治疗方法,5,心绞痛 绞痛 应该 吃 药
先性病患者，产后缺乳，但我还有先天性心脏病，请问可以用吗？,禁忌,9,先 性病 病患 病患者 患者 ， 产后 缺 乳 ， 先天 先天性 天性 心脏 心脏病 ， 请问 ？
在日常生活中要如何预防肠癌,预防,2,日常 日常生活 常生 生活 中 预防 肠癌
慢阻肺病人感冒了怎么办？,相关病症,4,慢 阻 肺病 病人 感冒 ？
多年痔疮可以做电子视频肠镜么？,化验/体检方案,10,多年 痔疮 做 电子 视频 肠 镜 ？
"你好，医生请问一下,复方油酸胶丸它是治高血压的吗？吃这个药不能吃什么药？",其他,12,你好 ， 医生 请问 一下 复方 油酸 胶丸 治 高血压 血压 ？ 吃 药 不能 吃 药 ？
打了胰岛素来治病，是不是以后都要一直打，有机会停用吗？,其他,12,胰岛 胰岛素 素来 治病 ， 是不是 不是 以后 都 ， 有机 机会 停用 ？
结肠镜和直肠镜有什么区别？,其他,12,结肠 结肠镜 直肠 直肠镜 区别 ？
怎么办？肚子疼！,治疗方法,5,？ 肚子 肚子疼 ！
你好，我想咨询一下，长期服用芮达帕利哌酮缓释片会产生依赖性吗？,禁忌,9,你好 ， 想 咨询 一下 ， 长期 服用 芮 达 帕 利 哌 酮 缓释 缓释片 会 产生 依赖 依赖性 ？
外阴瘙痒分泌淡黄色粘稠液体能判断出是滴虫性阴道炎吗不方便去医院能用什么药呢,治疗方法,5,外阴 瘙痒 分泌 淡黄 淡黄色 黄色 粘稠 液体 体能 判断 出 滴虫 滴虫性 阴道 阴道炎 不 方便 去 医院 能用 药
脸部的白癜风会不会传染？脸上的白斑点不多，就几块，白斑显示出乳白色,临床表现(病症表现),3,脸部 白癜风 会 不会 传染 ？ 脸上 白斑 斑点 不多 ， 几块 ， 白斑 显示 出 乳白 乳白色 白色
请教一下放射病有传染性吗,传染性,7,请教 一下 下放 放射 放射病 传染 传染性
两个小腿酸软，没劲，感觉好累，有时会抽筋，我想知道这是不是缺钙，要怎么补钙，什么食物补钙又好又快,病因,1,两个 小腿 腿酸 酸软 ， 没劲 ， 感觉 好累 ， 有时 时会 抽筋 ， 想 知道 是不是 不是 缺钙 ， 补钙 ， 食物 补钙 好 快
同房后肚子胀痛是怎么回事？如何..,治疗方法,5,同房 后 肚子 胀痛 怎么回事 回事 ？ . .
我是一直以来，有支气管炎的病，我的脸有点肿，做了肺功能检查，医生说我是肺阻塞。请问是怎么回事,定义,0,以来 ， 支气管 支气管炎 气管 气管炎 管炎 病 ， 脸 有点 肿 ， 做 肺 功能 检查 ， 医生 说 肺 阻塞 。 请问 怎么回事 回事
今年16周岁身高158女生经常喝葡萄糖酸钙还能不能长高,其他,12,今年 16 周岁 身高 158 女生 经常 常喝 葡萄 葡萄糖 葡萄糖酸钙 糖酸 糖酸钙 还 不能 长 高
天气特别热，并且一坐基本上是一天，之前没感觉怎么样，这几天出现了屁股难受的情况，大便带血，检查得了痔疮，有哪些偏方治疗？,治疗方法,5,天气 特别 热 ， 坐 基本 基本上 一天 ， 之前 没 感觉 ， 几天 出现 屁股 难受 情况 ， 大便 带 血 ， 检查 查得 痔疮 ， 偏方 治疗 ？
窦性心律过缓每分钟56次胸闷气短、头胀头晕需要治疗吗？,治疗方法,5,窦性心 心律 缓 每分钟 分钟 56 次 胸闷 闷气 气短 、 头胀 头晕 需要 治疗 ？
21岁，月经前综合征，来前情绪低落，烦躁心悸，失眠，胸胀痛，咋调整呢?,治疗方法,5,21 岁 ， 月经 前 综合 综合征 ， 前情 情绪 情绪低落 低落 ， 烦躁 心悸 ， 失眠 ， 胸 胀痛 ， 调整 ?
请问我有的大姨妈怎么还没来？,其他,12,请问 大姨 大姨妈 姨妈 还 没来 ？
肛门外老是痒是怎么回事？老觉得差不干净，总想洗洗。,病因,1,肛门 门外 老 痒 怎么回事 回事 ？ 老 觉得 差 不 干净 ， 总想 洗洗 。
刚满月宝宝为什么会的痔疮,其他,12,刚满 满月 宝宝 会 痔疮
强迫症遗传吗？,相关病症,4,强迫 强迫症 遗传 ？
140属于高血压吗？,病因,1,140 属于 高血压 血压 ？
肺纤维化有什么症状?,临床表现(病症表现),3,肺纤维化 纤维 纤维化 症状 ?
如何做逃开上矢状窦血栓性静脉炎,预防,2,做 逃开 开上 矢 状 窦 血栓 血栓性 静脉 静脉炎
为什么甲胎蛋白（AFP）可以检测肝癌,其他,12,甲胎蛋白 蛋白 AFP 检测 肝癌
无睾症可以治好吗,治愈率,8,无 睾 症 治好
食管癌和食道癌一样吗,其他,12,食管 食管癌 食道 食道癌
间质性肺炎的症状?,相关病症,4,间质 间质性 性肺炎 肺炎 症状 ?
运动后感觉腰疼，请问怎么回事？副作用的产生吗？,其他,12,运动 后 感觉 腰疼 ， 请问 怎么回事 回事 ？ 副作用 作用 产生 ？
肚脐周围痛，大便干而且臭,病因,1,肚脐 周围 痛 ， 大便 干 臭
颅内血肿可以怎么诊断,临床表现(病症表现),3,颅内 血肿 诊断
你好我想咨询下怀孕一直吃优甲乐现在小孩生了还需要吃吗,其他,12,你好 想 咨询 下怀 怀孕 吃 优 甲 乐现 现在 小孩 生 还 需要 吃
你好，我想问一下，怎么判断赛乐特片盐酸帕罗西汀片是不是正品药呢？,其他,12,你好 ， 想 问 一下 ， 判断 赛 乐 特 片 盐酸 帕罗 帕罗西 罗西 汀 片 是不是 不是 正品 药 ？
小儿脑震荡怎么办,治疗方法,5,小儿 脑震荡 震荡
二间半，三间半不全引起的心衰用什么药物,其他,12,二间 半 ， 三间 半 不 全 引起 心衰 药物
我爸心脏有问题，经常感到隐痛，用抗栓胶囊会有效果吗？有没有可能是心绞痛呢？,其他,12,爸 心脏 问题 ， 经常 感到 隐痛 ， 抗 栓 胶囊 会 有效 效果 ？ 有没有 没有 可能 心绞痛 绞痛 ？
直肠及乙状结肠息肉的症状及危害是什么？,其他,12,直肠 乙状结肠 结肠 息肉 症状 危害 ？
我想请问一下，排尿时尿道口会有轻微灼痛感,其他,12,想 请问 一下 ， 排尿 时 尿道 尿道口 道口 会 轻微 灼痛 痛感
你好医生，母亲刚才发现头上在离耳朵有一个食指的距离，有一個包，摸着会疼，母亲也是有脑梗塞的，请问是怎么回事呢,病因,1,你好 医生 ， 母亲 刚才 发现 头上 耳朵 食指 距离 ， 個 包 ， 摸 会 疼 ， 母亲 脑梗塞 梗塞 ， 请问 怎么回事 回事
脑梗死引起的失语，可以治好不？,治愈率,8,脑梗死 梗死 引起 失语 ， 治好 不 ？
九个月的孕妇可以吃枯草杆菌二连活菌颗粒和尼美舒利颗粒吗？,其他,12,九个 月 孕妇 吃 枯草 枯草杆菌 杆菌 二连 活 菌 颗粒 尼 美 舒利 颗粒 ？
大便的时候肛门疼怎么治,治疗方法,5,大便 肛门 疼 治
强迫症如何治疗好,治疗方法,5,强迫 强迫症 如何治 治疗 好
这个情况我知道，可是有人说除了防止高血脂之外还能预防心脏病，是吗？为什么？,其他,12,情况 知道 ， 有人 说 防止 高血脂 血脂 之外 还 预防 心脏 心脏病 ， ？ ？
肚子胀痛、不舒服,病因,1,肚子 胀痛 、 不 舒服
请问吃了两天加味逍遥丸阴道出现不归则出血怎么办？,临床表现(病症表现),3,请问 吃 两天 加味 逍遥 逍遥丸 阴道 出现 不 出血 ？
您好，我媳妇感觉小便有刺痛感，请问这是怎么回事？,治疗方法,5,您好 ， 媳妇 感觉 小便 刺痛 刺痛感 痛感 ， 请问 怎么回事 回事 ？
打扰问一下轮状病毒性肠炎表征是啥,临床表现(病症表现),3,打扰 问 一下 轮状 轮状病毒 病毒 病毒性 毒性 肠炎 表征
脾脏血管瘤如何治疗,治疗方法,5,脾脏 血管 血管瘤 管瘤 如何治 治疗
老年人变异型心绞痛会传染给其他人吗？,传染性,7,老年 老年人 变异 变异型 异型 心绞痛 绞痛 会 传染 传染给 其他人 ？
冒昧问一下老年性舞蹈病要治几多时间,治疗时间,11,冒昧 问 一下 老年 老年性 舞蹈 舞蹈病 治 几多 时间
请问我的右脚大拇趾骨折，脚背有骨裂，打上石膏已经四天了，肿还没消。今天开始有麻木的感觉，是怎么回事？,临床表现(病症表现),3,请问 右脚 大 拇趾 趾骨 骨折 ， 脚背 骨 裂 ， 打上 上石 石膏 已经 四天 ， 肿 还 没消 。 今天 天开 麻木 感觉 ， 怎么回事 回事 ？
"宝宝48天了，肚子上有血管瘤怎么办?,说治长在皮下的血管瘤，内蒙古婴儿皮下血管瘤的较好治疗时间？",治疗时间,11,宝宝 48 天 ， 肚子 上有 血管 血管瘤 管瘤 ? 说 治 长 皮下 血管 血管瘤 管瘤 ， 内蒙 内蒙古 蒙古 婴儿 皮下 血管 血管瘤 管瘤 好 治疗 时间 ？
同仁堂痔疮止血颗粒怎样购买？能邮寄吗？具体使用方法是什么？一直服用还是好了就不需要服了？,其他,12,同仁 同仁堂 痔疮 止血 颗粒 购买 ？ 邮寄 ？ 具体 使用 方法 ？ 服用 好 不 需要 服 ？
变异性哮喘真的没办法治吗,治疗方法,5,变异 变异性 异性 哮喘 真的 没办 办法 法治
我知道自己患有二尖瓣关闭不全，医生也和我交代过会出现呼吸困难的现象，我就想问，二尖瓣关闭不全呼吸困难怎么办？,治疗方法,5,知道 患有 二尖瓣 关闭 关闭不全 ， 医生 交代 会 出现 呼吸 呼吸困难 困难 现象 ， 想 问 ， 二尖瓣 关闭 关闭不全 呼吸 呼吸困难 困难 ？
请问大夫，去年肛门发痒，没在意，今年偶然发现长了像肉刺一样的东东，请问是什么病情？,病因,1,请问 大夫 ， 去年 肛门 发痒 ， 没 在意 ， 今年 偶然 发现 长 肉 刺 东东 ， 请问 病情 ？
我有个亲戚因为得了膀胱炎，总日闷闷不乐的，请问该如何进行治疗才能痊愈，使病情有所好转呢？,治疗方法,5,亲戚 膀胱 膀胱炎 ， 总 日 闷闷 闷闷不乐 不乐 ， 请问 进行 治疗 才能 痊愈 ， 使 病情 有所 好转 ？
济南脑病医院在网上怎么挂号啊？,其他,12,济南 脑病 医院 网上 挂号 ？
最近老失眠怎办啊呢？宝妈们怀孕的时候经常失眠是什么的原因导致的啊？,其他,12,最近 老 失眠 怎办 ？ 宝 妈 怀孕 经常 失眠 原因 导致 ？
晚上睡觉心悸怎么办,治疗方法,5,晚上 睡觉 心悸
奥氮平片可缓解精神分裂症及相关疾病的继发性情感症状，请问奥氮平片哪里有卖呢？,其他,12,奥 氮 平 片 缓解 精神 精神分裂 精神分裂症 分裂 分裂症 相关 疾病 继发 继发性 发性 性情 情感 症状 ， 请问 奥 氮 平 片 卖 ？
盐酸贝那普利片功效好吗？,其他,12,盐酸 贝 那普利 普利 片 功效 好 ？
新生儿化脓性脑膜炎会不会是母亲带来的病因?,病因,1,新生 新生儿 生儿 儿化 化脓 化脓性 脑膜 脑膜炎 膜炎 会 不会 母亲 带来 病因 ?
请问得了白蛉热做啥检查,化验/体检方案,10,请问 白蛉 热 做 检查
什么是支气管炎,定义,0,支气管 支气管炎 气管 气管炎 管炎
做完内痔已12天，解大便还出血，线头还没脱落，多久后能开车？完全好要多少时间？,其他,12,做 完 内痔 已 12 天 ， 解 大便 还 出血 ， 线头 还 没 脱落 ， 多久 后 能开 开车 ？ 完全 好 少时 时间 ？
请问月经流血时间过长怎么办？,治疗方法,5,请问 月经 流血 时间 过长 ？
怎么治疗脊椎外伤,治疗方法,5,治疗 脊椎 外伤
上厕所的时候刚肛门流血但是不疼该怎么办,治疗方法,5,上 厕所 刚 肛门 流血 不 疼
风疹会传给孩子吗,传染性,7,风疹 会 传给 孩子
感觉大脑缺氧，我这个年龄阶段的也会出现这样的情况吗？,其他,12,感觉 大脑 脑缺氧 缺氧 ， 年龄 年龄阶段 阶段 会 出现 情况 ？
请问外阴有包怎么办？,治疗方法,5,请问 外阴 包 ？
左脑脑出血。做了约3次复查。至今有四年,化验/体检方案,10,左 脑 脑出血 出血 。 做 约 3 次 复查 。 至今 四年
外痔怎么治疗,治疗方法,5,外痔 治疗
什么是结核性胸膜炎？可以怎么治疗？服用异福片和叶绿素铜纳胶囊可以吗？,其他,12,结核 结核性 胸膜 胸膜炎 膜炎 ？ 治疗 ？ 服用 异 福 片 叶绿素 铜 纳 胶囊 ？
治疗尖锐湿疣临床经验丰富的医生请回答，请问医生，接触到的尖锐湿疣病人，大都是高危后多久发病？,治疗时间,11,治疗 尖锐 尖锐湿疣 湿疣 临床 临床经验 经验 经验丰富 丰富 医生 请 回答 ， 请问 医生 ， 接触 触到 尖锐 尖锐湿疣 湿疣 病人 ， 大都 高 危 后 多久 发病 ？
请问月经不调有何不良影响？,其他,12,请问 月经 月经不调 不调 何不 不良 不良影响 影响 ？
冒昧问一下慢性淋巴细胞白血病能否治好,治愈率,8,冒昧 问 一下 慢性 淋巴 淋巴细胞 细胞 白血 白血病 能否 治好
该病情是不是很严重的呢？尿道炎有药吃吗？,其他,12,该病 病情 是不是 不是 很严 严重 ？ 尿道 尿道炎 药 吃 ？
后背和肩的骨头很疼，全身都有些疼痛，四肢有些肿，不留鼻涕。昨晚碰起来都非常痛，呼吸也有些疼。请问是怎么了？,临床表现(病症表现),3,后背 肩 骨头 很 疼 ， 全身 都 疼痛 ， 四肢 肿 ， 不留 鼻涕 。 昨晚 碰 起来 都 非常 痛 ， 呼吸 疼 。 请问 ？
脑发育不全性脑积水会影响大脑正常工作吗,临床表现(病症表现),3,脑 发育 发育不全 性 脑积水 积水 会 影响 大脑 正常 工作
高血压患者，前天检查了胆固醇很高，血压也很高，要怎么注意比较好,禁忌,9,高血压 血压 患者 ， 前天 检查 胆固醇 固醇 很 高 ， 血压 很 高 ， 注意 比较 好
如何治疗弥漫性轴索损伤,化验/体检方案,10,如何治 治疗 弥漫 弥漫性 轴索 损伤
法洛四联症手术的风险大吗？先天性法洛四联症可以活多久？,其他,12,法 洛 四联 症 手术 风险 大 ？ 先天 先天性 天性 法 洛 四联 症 活多久 多久 ？
男性尿路分叉有什么原因造成的？,病因,1,男性 尿路 分叉 原因 造成 ？
我父亲64岁精神有些恍惚有人介绍了敬平利培酮片敬平利培酮片.,其他,12,父亲 64 岁 精神 恍惚 有人 介绍 敬 平利 培 酮 片 敬 平利 培 酮 片 .
甲减初次吃优甲乐，吃了22天了，每天感觉这几天头特别晕，人特别累，四肢无力，早上醒来有呕吐感，还冒虚汗。,临床表现(病症表现),3,甲 减 初次 吃 优 甲 乐 ， 吃 22 天 ， 每天 感觉 几天 天头 特别 晕 ， 人 特别 累 ， 四肢 四肢无力 无力 ， 早上 醒来 呕吐 感 ， 还 虚汗 。
请问中药灌肠盆腔炎可以吗？,其他,12,请问 中药 灌肠 盆腔 盆腔炎 ？
我妈妈常年高血压，去年脑血栓住院，现在慢慢可以走路，右臂没有知觉，现在每天必须吃三遍降压药才可以维持血压正常,其他,12,妈妈 常年 高血压 血压 ， 去年 脑血栓 血栓 住院 ， 现在 慢慢 走路 ， 右臂 没有 知觉 ， 现在 每天 必须 吃 三遍 降压 降压药 才 维持 血压 正常
你好，我想大概问一下啊盐酸曲唑酮片不知道你们这里还出售不？因为我在其他地方找不到，失望,其他,12,你好 ， 想 大概 问 一下 盐酸 曲 唑 酮 片 不知 知道 还 出售 不 ？ 地方 找 不到 ， 失望
问一下先天性胆总管囊肿治好希望大么？,治愈率,8,问 一下 先天 先天性 天性 胆总管 总管 囊肿 治好 希望 大 ？
我现在来月经可以吃吗？现在吃一点消炎药可以同吃吗吃这个能帮助受孕吗？来月经老是头痛，，不知道会不会有效,其他,12,现在 月经 吃 ？ 现在 吃 一点 消炎 消炎药 吃 吃 帮助 受孕 ？ 月经 老 头痛 ，， 不知 知道 会 不会 有效
我得了高血压，吃盐酸贝那普利片可以不？有没有什么要注意的？,其他,12,高血压 血压 ， 吃盐 盐酸 贝 那普利 普利 片 不 ？ 有没有 没有 注意 ？
用来治疗关节疼痛的清热二十五味丸，哪个牌子的效果会更好？,其他,12,用来 治疗 关节 疼痛 清热 二十 二十五 十五 五味 丸 ， 牌子 效果 会 更好 ？
5岁小孩小便频繁怎么办,治疗方法,5,5 岁 小孩 小便 频繁
你好啊我想问问就是我对象现在有点尿痛的，怎么办好呢,临床表现(病症表现),3,你好 想 问问 对象 现在 有点 尿 痛 ， 办好
支气管扩张要注意什么,禁忌,9,支气管 气管 扩张 注意
请问胸膜炎会复发吗,治愈率,8,请问 胸膜 胸膜炎 膜炎 会 复发
采取什么方法绕开膀胱炎,预防,2,采取 方法 绕开 膀胱 膀胱炎
我有心脏早搏，今天喝了柠檬加蜂蜜水，心慌了，这样子我是需要怎么治疗，去医院吗,治疗方法,5,有心 心脏 早搏 ， 今天 喝 柠檬 加 蜂蜜 蜂蜜水 ， 心慌 ， 样子 需要 治疗 ， 去 医院
我想请问一下，尿频，一憋尿小腹就难受，还经常感觉都有尿,临床表现(病症表现),3,想 请问 一下 ， 尿频 ， 憋 尿 小腹 难受 ， 还 经常 感觉 都 尿
打扰问一下原发性肠系膜肿瘤有什么一并出现,相关病症,4,打扰 问 一下 原发 原发性 发性 肠系膜 肿瘤 一并 出现
1岁宝宝得痔疮怎么办?,治疗方法,5,1 岁 宝宝 痔疮 ?
您好，我的阴道口下面长了几个像猴子一样的东西，不疼不痒。我想请问一下会是尖锐湿疣吗？,定义,0,您好 ， 阴道 阴道口 道口 下面 长 几个 猴子 东西 ， 不疼不痒 。 想 请问 一下 会 尖锐 尖锐湿疣 湿疣 ？
肛门上面的那条线为什么有时有点干操的疼，,其他,12,肛门 门上 上面 那条 线 有时 有点 干 操 疼 ，
怎样才能防范肺假性淋巴瘤,预防,2,怎样才能 才能 防范 肺 假性 淋巴 淋巴瘤
小孩便血怎么回事,治疗方法,5,小孩 便血 怎么回事 回事
第一胎剖腹产，第二胎一定要剖腹产吗？,其他,12,第一 第一胎 一胎 剖腹 剖腹产 ， 第二胎 二胎 一定 定要 剖腹 剖腹产 ？
你好，麻烦问一下曲霉病化验什么啊,化验/体检方案,10,你好 ， 麻烦 问 一下 曲霉 霉病 化验
42岁月经不调腹胀怎么治疗？,治疗方法,5,42 岁月 月经 月经不调 不调 腹胀 治疗 ？
前段时间我患了胸膜炎，后来康复了，还会不会复发？,治愈率,8,前段 前段时间 段时间 时间 患 胸膜 胸膜炎 膜炎 ， 后来 康复 ， 还 会 不会 复发 ？
这种愈美片心脏病人可以吃吗,禁忌,9,这种 愈 美 片 心脏 心脏病 病人 吃
单侧肺气肿是什么病,定义,0,单侧 肺气肿 气肿 病
五个半月的宝宝拉肚子了,治疗方法,5,五个 半月 宝宝 拉肚子 肚子
您好请问一下脑血栓病人常年卧床为什么会头部痒身上痒等,相关病症,4,您好 请问 一下 脑血栓 血栓 病人 常年 卧床 会头 头部 痒 身上 痒
如果得了神经系统遗传病要做什么化验治疗吗,化验/体检方案,10,神经 神经系 神经系统 系统 遗传 遗传病 做 化验 治疗
早搏占30用稳心颗粒，我的病情需要怎样调理才会好。,治疗方法,5,早搏 占 30 稳心 颗粒 ， 病情 需要 调理 才 会 好 。
你好我的龟头上有几个和粉刺是的东西不知道是不是尖锐湿疣,临床表现(病症表现),3,你好 龟头 头上 上有 几个 粉刺 东西 不知 知道 是不是 不是 尖锐 尖锐湿疣 湿疣
肛交的危害,其他,12,肛交 危害
请教一下荨麻疹和血管性水肿会传给孩子吗,传染性,7,请教 一下 荨麻 荨麻疹 麻疹 血管 血管性 水肿 会 传给 孩子
阴茎上长泡是怎么回事？,临床表现(病症表现),3,阴茎 上 长 泡 怎么回事 回事 ？
医生说是过敏性咳嗽，从去年开始的，现在又开始咳嗽！医生说还是过敏性！该怎么办？,治疗方法,5,医生 说 过敏 过敏性 咳嗽 ， 去年 ， 现在 咳嗽 ！ 医生 说 过敏 过敏性 ！ ？
成都肛肠医院治疗慢性肠炎需要注意什么?,禁忌,9,成都 肛肠 医院 治疗 慢性 肠炎 需要 注意 ?
请问阴道冲洗器具体怎么操作？,其他,12,请问 阴道 冲洗 冲洗器 器具 具体 操作 ？
痔疮打什么针见效快?,治疗方法,5,痔疮 针 见效 见效快 ?
最近胳膊的地方常常会有白斑出现，我用了一些外涂的药膏，好了但是没过几天就又出来了，我害怕是白癜风，但是我又不敢肯定。,临床表现(病症表现),3,最近 胳膊 地方 常常 常会 白斑 出现 ， 外涂 药膏 ， 好 没过 没过几天 几天 出来 ， 害怕 白癜风 ， 不敢 不敢肯定 敢肯定 肯定 。
9个月宝宝拉肚子，一天拉了十多次，有一点咳嗽和流清涕,临床表现(病症表现),3,9 月 宝宝 拉肚子 肚子 ， 一天 拉 十多 十多次 多次 ， 一点 咳嗽 流 清 涕
感冒软胶囊可以和复方板蓝根颗粒一起服用吗？,其他,12,感冒 软胶 软胶囊 胶囊 复方 板蓝根 颗粒 一起 服用 ？
我父亲今年60。得了支气管扩张，一到冬天或温差大的时候就吐血请问有什么药可以治,治疗方法,5,父亲 今年 60 。 支气管 气管 扩张 ， 冬天 温差 大 吐血 请问 药 治
请问固康四烯甲萘醌软胶囊主治功能是什么呢？有需注意的事项吗？,其他,12,请问 固 康 四 烯 甲萘醌 萘醌 软胶 软胶囊 胶囊 主治 功能 ？ 需注意 注意 事项 ？
兰州陆军总院内分泌科星期六早上有医生上班吗，,其他,12,兰州 陆军 总院 院内 内分 内分泌 内分泌科 分泌 科 星期 星期六 早上 上有 医生 上班 ，
心悸早搏吃什么药,治疗方法,5,心悸 早搏 吃 药
脊髓压迫症是什么病？,定义,0,脊髓 压迫 症 病 ？
恶心呕吐，13c呼气试验HP检验报告结果为阳性。检验值为172.33,其他,12,恶心 呕吐 ， 13c 呼气 试验 HP 检验 报告 阳性 。 检验 值 172 . 33
我贫血，还血压低，吃什么药？,治疗方法,5,贫血 ， 还 血压 血压低 压低 ， 吃 药 ？
现在老是恶心反胃,临床表现(病症表现),3,现在 老 恶心 反胃
拿碘伏一直消毒的了，感觉不太管事,其他,12,碘 伏 消毒 ， 感觉 不 太 管事
老年人正常压力脑积水的是什么原因啊,病因,1,老年 老年人 正常 常压 压力 脑积水 积水 原因
怎么做抵御五软,预防,2,做 抵御 五 软
主动脉狭窄为什么心绞痛,相关病症,4,主动 主动脉 动脉 狭窄 心绞痛 绞痛
强迫症有效的治疗办法是什么,治疗方法,5,强迫 强迫症 有效 治疗 办法
我的手臂上有块白斑，和指甲差不多大小，白斑的颜色是瓷白色，这白斑没有痛痒感，我现在就怕是白癜风，但是不敢确定。,临床表现(病症表现),3,手臂 上有 块 白斑 ， 指甲 差不多 不多 大小 ， 白斑 颜色 瓷 白色 ， 白斑 没有 痛痒 感 ， 现在 怕 白癜风 ， 不敢 确定 。
马来酸依那普利片和马来酸依那胶囊有什么区别？,其他,12,马来 马来酸 依那普利 那普利 普利 片 马来 马来酸 胶囊 区别 ？
哪些人群是癌症的高危人群,预防,2,人群 癌症 高 危 人群
请问出现黄疸的原因，以及治疗的方法,治疗方法,5,请问 问出 出现 黄疸 原因 ， 治疗 方法
爱吃辣椒，吸烟喝酒，最近上火，大便出血，痔疮如何治疗？,治疗方法,5,爱 吃 辣椒 ， 吸烟 喝酒 ， 最近 上火 ， 大便 出血 ， 痔疮 如何治 治疗 ？
胸腔镜手术半年后，突然有气胸的感觉，是气胸复发了吗？九个月前第一次气胸。,临床表现(病症表现),3,胸腔 胸腔镜 手术 半年 年后 ， 突然 气胸 感觉 ， 气胸 复发 ？ 九个 月前 第一 第一次 一次 气胸 。
谷维素治疗早博吗?他能和复方丹参一起用的吗?我服用曼西律不管用，治疗早博可以吃吗?,其他,12,谷维素 治疗 早 博 ? 复方 丹参 一起 起用 ? 服用 曼 西 律 管用 ， 治疗 早 博 吃 ?
我的母亲小时候出麻疹或百日咳直至现在几年内试过很多药，但药效不明显！作CT说是支气管扩张有出血点，这病会引起其他病变么？,相关病症,4,母亲 小时 小时候 出 麻疹 百日 百日咳 日咳 直至 现在 几年 年内 试过 很多 药 ， 药效 不明 明显 ！ 作 CT 说 支气管 气管 扩张 出血 出血点 ， 这病 会 引起 病变 ？
我的月经推迟好多天了，以前都是很准时的，想知道月经推迟十五天怎么办？,临床表现(病症表现),3,月经 推迟 好多 好多天 多天 ， 以前 都 很 准时 ， 想 知道 月经 推迟 十五 十五天 五天 ？
防止患上痔疮的保健方法有哪些？,预防,2,防止 患上 痔疮 保健 方法 ？
咳嗽半个多月打针吃药不见好，今天手脚长好多红点,治疗方法,5,咳嗽 半个 多月 打针 吃药 不见 好 ， 今天 手脚 长 好多 红点
支气管扩张的特点是什么?,定义,0,支气管 气管 扩张 特点 ?
打扰问一下甲状旁腺功能减退性心肌病需要做什么检查,化验/体检方案,10,打扰 问 一下 甲状旁腺 功能 减退 性 心肌 心肌病 需要 做 检查
尿常规这样有问题吗？（因图片为用户隐私，暂无法显示，如有同样问题请直接对医生提问）,临床表现(病症表现),3,尿常规 常规 问题 ？ 图片 用户 隐私 ， 暂无 无法 显示 ， 如有 同样 问题 请 直接 医生 提问
内痔需做什么检查？,预防,2,内痔 需 做 检查 ？
我晚上总磨牙，我觉得是缺钙，请问如何治疗啊,治疗方法,5,晚上 总 磨牙 ， 觉得 缺钙 ， 请问 如何治 治疗
我心跳突然好快一分钟140好难受如何让尽快恢复正常,病因,1,我心 心跳 突然 好 快 一分 一分钟 分钟 140 好 难受 尽快 尽快恢复 恢复 恢复正常 正常
左脚第四个脚趾头抽筋是什么原因啊？没事吧？目前是怀孕7个月！,病因,1,左脚 第四 第四个 四个 脚趾 脚趾头 趾头 抽筋 原因 ？ 没事 ？ 目前 怀孕 7 月 ！
为什么喝羊奶会拉肚子?_,病因,1,喝 羊奶 会 拉肚子 肚子 ?
运动性哮喘可以怎么样治疗好,治疗方法,5,运动 运动性 哮喘 治疗 好
坐骨神经痛是什么病,定义,0,坐骨 坐骨神经 神经 神经痛 经痛 病
胃四联疗法会导致心悸吗,病因,1,胃 四联 疗法 法会 导致 心悸
问一下良性脑瘤可以看啥科室,所属科室,6,问 一下 良性 脑瘤 看 科室
我患有冠状动脉硬化性心脏病，经常会有点疼痛，有时会痛到睡不着觉，应该怎么样治疗好呢？,治疗方法,5,患有 冠状 冠状动脉 动脉 动脉硬化 硬化 硬化性 化性 心脏 心脏病 ， 经常 常会 有点 疼痛 ， 有时 时会 痛 睡不着 不着 觉 ， 应该 治疗 好 ？
经常尿频尿不尽怎么办？,治疗方法,5,经常 尿频 尿 不尽 ？
女19岁你好我不知道自己是不是患有痔疮但好像是想问您下我肛门口有一个小疙瘩排便时总感觉不得劲,其他,12,女 19 岁 你好 不知 知道 是不是 不是 患有 痔疮 好像 像是 想 问 下 肛门 肛门口 门口 小 疙瘩 排便 时 总 感觉 不得 不得劲 得劲
您好有头疽多大几率能治好,治愈率,8,您好 头 疽 大 几率 治好
心肌梗死的原因是什么？,病因,1,心肌 心肌梗死 梗死 原因 ？
妊娠期发现乳腺癌怎么办,治疗方法,5,妊娠 妊娠期 发现 乳腺 乳腺癌 腺癌
母乳喂养拉肚子,病因,1,母乳 母乳喂养 喂养 拉肚子 肚子
您好，医生，我想咨询一下小便有异味是什么原因,临床表现(病症表现),3,您好 ， 医生 ， 想 咨询 一下 小便 有异 异味 原因
我想咨询一下敬平利培酮片有什么功效啊适合那些人使用啊,其他,12,想 咨询 一下 敬 平利 培 酮 片 功效 适合 人 使用
",我家宝贝从出生就有在大腿内侧一个包块主要症状：呈青紫色突出皮肤，诊断是血管瘤，内蒙古婴儿的血管瘤较好在什么时间治疗?",治疗时间,11,我家 家宝 宝贝 出生 生就 大腿 内侧 一个包 块 主要 主要症状 症状 呈 青紫 紫色 突出 皮肤 ， 诊断 血管 血管瘤 管瘤 ， 内蒙 内蒙古 蒙古 婴儿 血管 血管瘤 管瘤 好 时间 治疗 ?
